1,2,100000,0,0.49847,1.0
1,2,100000,1,0.50153,0.0
1,3,10,0,0.3,1.0
1,3,10,1,0.4,0.0
1,3,10,2,0.3,0.0
1,3,100,0,0.27,1.0
1,3,100,1,0.36,0.0
1,3,100,2,0.37,0.0
1,3,1000,0,0.33,1.0
1,3,1000,1,0.324,0.0
1,3,1000,2,0.346,0.0
1,3,10000,0,0.3389,1.0
1,3,10000,1,0.3302,0.0
1,3,10000,2,0.3309,0.0
1,3,100000,0,0.33269,1.0
1,3,100000,1,0.33637,0.0
1,3,100000,2,0.33094,0.0
1,4,10,0,0.3,1.0
1,4,10,1,0.4,0.0
1,4,10,2,0.1,0.0
1,4,10,3,0.2,0.0
1,4,100,0,0.26,1.0
1,4,100,1,0.31,0.0
1,4,100,2,0.21,0.0
1,4,100,3,0.22,0.0
1,4,1000,0,0.239,1.0
1,4,1000,1,0.259,0.0
1,4,1000,2,0.261,0.0
1,4,1000,3,0.241,0.0
1,4,10000,0,0.244,1.0
1,4,10000,1,0.2548,0.0
1,4,10000,2,0.2547,0.0
1,4,10000,3,0.2465,0.0
1,4,100000,0,0.24826,1.0
1,4,100000,1,0.25094,0.0
1,4,100000,2,0.25091,0.0
1,4,100000,3,0.24989,0.0
1,5,10,0,0.0,1.0
1,5,10,1,0.2,0.0
1,5,10,2,0.0,0.0
1,5,10,3,0.5,0.0
1,5,10,4,0.3,0.0
1,5,100,0,0.21,1.0
1,5,100,1,0.19,0.0
1,5,100,2,0.17,0.0
1,5,100,3,0.28,0.0
1,5,100,4,0.15,0.0
1,5,1000,0,0.179,1.0
1,5,1000,1,0.197,0.0
1,5,1000,2,0.223,0.0
1,5,1000,3,0.217,0.0
1,5,1000,4,0.184,0.0
1,5,10000,0,0.2015,1.0
1,5,10000,1,0.2056,0.0
1,5,10000,2,0.1953,0.0
1,5,10000,3,0.198,0.0
1,5,10000,4,0.1996,0.0
1,5,100000,0,0.2003,1.0
1,5,100000,1,0.19892,0.0
1,5,100000,2,0.2001,0.0
1,5,100000,3,0.20052,0.0
1,5,100000,4,0.20016,0.0
2,2,10,0,0.7,1.0
2,2,10,1,0.3,0.0
2,2,100,0,0.63,1.0
2,2,100,1,0.37,0.0
2,2,1000,0,0.509,1.0
2,2,1000,1,0.491,0.0
2,2,10000,0,0.4927,1.0
2,2,10000,1,0.5073,0.0
2,2,100000,0,0.49993,1.0
2,2,100000,1,0.50007,0.0
2,3,10,0,0.3,0.6
2,3,10,1,0.3,0.4
2,3,10,2,0.4,0.0
2,3,100,0,0.29,0.45
2,3,100,1,0.33,0.55
2,3,100,2,0.38,0.0
2,3,1000,0,0.33,0.514
2,3,1000,1,0.344,0.486
2,3,1000,2,0.326,0.0
2,3,10000,0,0.3373,0.4979
2,3,10000,1,0.3279,0.5021
2,3,10000,2,0.3348,0.0
2,3,100000,0,0.33456,0.49949
2,3,100000,1,0.33203,0.50051
2,3,100000,2,0.33341,0.0
2,4,10,0,0.1,0.4
2,4,10,1,0.3,0.3
2,4,10,2,0.3,0.3
2,4,10,3,0.3,0.0
2,4,100,0,0.2,0.34
2,4,100,1,0.29,0.27
2,4,100,2,0.27,0.39
2,4,100,3,0.24,0.0
2,4,1000,0,0.254,0.313
2,4,1000,1,0.234,0.342
2,4,1000,2,0.239,0.345
2,4,1000,3,0.273,0.0
2,4,10000,0,0.2528,0.3402
2,4,10000,1,0.2444,0.3256
2,4,10000,2,0.2429,0.3342
2,4,10000,3,0.2599,0.0
2,4,100000,0,0.24951,0.33259
2,4,100000,1,0.25183,0.33483
2,4,100000,2,0.24931,0.33258
2,4,100000,3,0.24935,0.0
2,5,10,0,0.2,0.3
2,5,10,1,0.1,0.1
2,5,10,2,0.3,0.3
2,5,10,3,0.2,0.3
2,5,10,4,0.2,0.0
2,5,100,0,0.19,0.23
2,5,100,1,0.18,0.25
2,5,100,2,0.26,0.24
2,5,100,3,0.19,0.28
2,5,100,4,0.18,0.0
2,5,1000,0,0.2,0.265
2,5,1000,1,0.201,0.246
2,5,1000,2,0.202,0.247
2,5,1000,3,0.195,0.242
2,5,1000,4,0.202,0.0
2,5,10000,0,0.1999,0.2527
2,5,10000,1,0.2001,0.247
2,5,10000,2,0.1979,0.2469
2,5,10000,3,0.1991,0.2534
2,5,10000,4,0.203,0.0
2,5,100000,0,0.19707,0.24925
2,5,100000,1,0.20085,0.24864
2,5,100000,2,0.20068,0.25199
2,5,100000,3,0.20018,0.25012
2,5,100000,4,0.20122,0.0
