0,2,1,0,0.0,1.0
0,2,1,1,1.0,0.0
0,2,10,0,0.6,0.3
0,2,10,1,0.4,0.7
0,2,100,0,0.53,0.5
0,2,100,1,0.47,0.5
0,2,1000,0,0.507,0.51
0,2,1000,1,0.493,0.49
0,2,10000,0,0.4931,0.5045
0,2,10000,1,0.5069,0.4955
0,2,1,0,1.0,0.0
0,2,1,1,0.0,1.0
0,2,10,0,0.5,0.3
0,2,10,1,0.5,0.7
0,2,100,0,0.52,0.53
0,2,100,1,0.48,0.47
0,2,1000,0,0.48,0.484
0,2,1000,1,0.52,0.516
0,2,10000,0,0.4966,0.5027
0,2,10000,1,0.5034,0.4973
1,2,1,0,1.0,1.0
1,2,1,1,0.0,0.0
1,2,10,0,0.7,1.0
1,2,10,1,0.3,0.0
1,2,100,0,0.49,1.0
1,2,100,1,0.51,0.0
1,2,1000,0,0.495,1.0
1,2,1000,1,0.505,0.0
1,2,10000,0,0.4906,1.0
1,2,10000,1,0.5094,0.0
0,2,1,0,1.0,1.0
0,2,1,1,0.0,0.0
0,2,10,0,0.6,0.5
0,2,10,1,0.4,0.5
0,2,100,0,0.5,0.47
0,2,100,1,0.5,0.53
0,2,1000,0,0.505,0.511
0,2,1000,1,0.495,0.489
0,2,10000,0,0.5112,0.4956
0,2,10000,1,0.4888,0.5044
0,3,1,0,0.0,0.0
0,3,1,1,0.0,1.0
0,3,1,2,1.0,0.0
0,3,10,0,0.2,0.3
0,3,10,1,0.5,0.4
0,3,10,2,0.3,0.3
0,3,100,0,0.3,0.31
0,3,100,1,0.36,0.36
0,3,100,2,0.34,0.33
0,3,1000,0,0.342,0.347
0,3,1000,1,0.326,0.318
0,3,1000,2,0.332,0.335
0,3,10000,0,0.3278,0.3291
0,3,10000,1,0.3324,0.3348
0,3,10000,2,0.3398,0.3361
1,2,1,0,1.0,1.0
1,2,1,1,0.0,0.0
1,2,10,0,0.6,1.0
1,2,10,1,0.4,0.0
1,2,100,0,0.52,1.0
1,2,100,1,0.48,0.0
1,2,1000,0,0.506,1.0
1,2,1000,1,0.494,0.0
1,2,10000,0,0.4997,1.0
1,2,10000,1,0.5003,0.0
1,3,1,0,0.0,1.0
1,3,1,1,0.0,0.0
1,3,1,2,1.0,0.0
1,3,10,0,0.4,1.0
1,3,10,1,0.3,0.0
1,3,10,2,0.3,0.0
1,3,100,0,0.33,1.0
1,3,100,1,0.36,0.0
1,3,100,2,0.31,0.0
1,3,1000,0,0.343,1.0
1,3,1000,1,0.345,0.0
1,3,1000,2,0.312,0.0
1,3,10000,0,0.3355,1.0
1,3,10000,1,0.3354,0.0
1,3,10000,2,0.3291,0.0
0,2,10000,0,0.4961,0.5016
0,2,10000,1,0.5039,0.4984
0,3,10000,0,0.3341,0.3267
0,3,10000,1,0.3346,0.3326
0,3,10000,2,0.3313,0.3407
0,4,10000,0,0.2562,0.2451
0,4,10000,1,0.2468,0.2585
0,4,10000,2,0.2511,0.2532
0,4,10000,3,0.2459,0.2432
0,5,10000,0,0.1993,0.2034
0,5,10000,1,0.195,0.193
0,5,10000,2,0.1993,0.2061
0,5,10000,3,0.2033,0.2014
0,5,10000,4,0.2031,0.1961
1,2,10000,0,0.4975,1.0
1,2,10000,1,0.5025,0.0
1,3,10000,0,0.3408,1.0
1,3,10000,1,0.3269,0.0
1,3,10000,2,0.3323,0.0
1,4,10000,0,0.2489,1.0
1,4,10000,1,0.2534,0.0
1,4,10000,2,0.248,0.0
1,4,10000,3,0.2497,0.0
1,5,10000,0,0.211,1.0
1,5,10000,1,0.1957,0.0
1,5,10000,2,0.1969,0.0
1,5,10000,3,0.1927,0.0
1,5,10000,4,0.2037,0.0
2,2,10000,0,0.4959,1.0
2,2,10000,1,0.5041,0.0
2,3,10000,0,0.3359,0.4985
2,3,10000,1,0.3316,0.5015
2,3,10000,2,0.3325,0.0
2,4,10000,0,0.2408,0.3274
2,4,10000,1,0.2534,0.3385
2,4,10000,2,0.2536,0.3341
2,4,10000,3,0.2522,0.0
2,5,10000,0,0.1974,0.2535
2,5,10000,1,0.2055,0.2487
2,5,10000,2,0.1996,0.2523
2,5,10000,3,0.1956,0.2455
2,5,10000,4,0.2019,0.0
0,2,10,0,0.5,0.6
0,2,10,1,0.5,0.4
0,2,100,0,0.49,0.54
0,2,100,1,0.51,0.46
0,2,1000,0,0.495,0.474
0,2,1000,1,0.505,0.526
0,2,10000,0,0.5045,0.4999
0,2,10000,1,0.4955,0.5001
0,2,100000,0,0.49776,0.50389
0,2,100000,1,0.50224,0.49611
0,3,10,0,0.3,0.2
0,3,10,1,0.2,0.6
0,3,10,2,0.5,0.2
0,3,100,0,0.32,0.36
0,3,100,1,0.34,0.39
0,3,100,2,0.34,0.25
0,3,1000,0,0.347,0.321
0,3,1000,1,0.341,0.354
0,3,1000,2,0.312,0.325
0,3,10000,0,0.3386,0.3312
0,3,10000,1,0.3315,0.3267
0,3,10000,2,0.3299,0.3421
0,3,100000,0,0.335,0.33286
0,3,100000,1,0.33332,0.3338
0,3,100000,2,0.33168,0.33334
0,4,10,0,0.1,0.0
0,4,10,1,0.1,0.2
0,4,10,2,0.3,0.5
0,4,10,3,0.5,0.3
0,4,100,0,0.23,0.17
0,4,100,1,0.32,0.24
0,4,100,2,0.24,0.3
0,4,100,3,0.21,0.29
0,4,1000,0,0.274,0.264
0,4,1000,1,0.25,0.25
0,4,1000,2,0.235,0.255
0,4,1000,3,0.241,0.231
0,4,10000,0,0.2533,0.2484
0,4,10000,1,0.2466,0.2451
0,4,10000,2,0.254,0.2536
0,4,10000,3,0.2461,0.2529
0,4,100000,0,0.24919,0.25103
0,4,100000,1,0.24971,0.25049
0,4,100000,2,0.25007,0.24783
0,4,100000,3,0.25103,0.25065
0,5,10,0,0.1,0.3
0,5,10,1,0.3,0.1
0,5,10,2,0.0,0.2
0,5,10,3,0.2,0.1
0,5,10,4,0.4,0.3
0,5,100,0,0.19,0.13
0,5,100,1,0.22,0.31
0,5,100,2,0.22,0.17
0,5,100,3,0.18,0.18
0,5,100,4,0.19,0.21
0,5,1000,0,0.184,0.218
0,5,1000,1,0.218,0.202
0,5,1000,2,0.201,0.18
0,5,1000,3,0.196,0.202
0,5,1000,4,0.201,0.198
0,5,10000,0,0.1994,0.2088
0,5,10000,1,0.2021,0.1942
0,5,10000,2,0.1933,0.2045
0,5,10000,3,0.2004,0.1926
0,5,10000,4,0.2048,0.1999
0,5,100000,0,0.1989,0.20373
0,5,100000,1,0.19925,0.19937
0,5,100000,2,0.2008,0.19795
0,5,100000,3,0.20306,0.19886
0,5,100000,4,0.19799,0.20009
1,2,10,0,0.8,1.0
1,2,10,1,0.2,0.0
1,2,100,0,0.49,1.0
1,2,100,1,0.51,0.0
1,2,1000,0,0.515,1.0
1,2,1000,1,0.485,0.0
1,2,10000,0,0.5024,1.0
1,2,10000,1,0.4976,0.0
